task_id,modality,algorithm,control,success_difference,invalid_operation_difference,decision_difference,expansion_difference
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,11,4
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_add_w3,pretrained_base,1,-1,11,4
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_width,random_valid,-1,1,-8,-4
expanded-final/15puzzle-compact-910000,multimodal-state,best_first_width,exact_reference,-1,1,-8,-4
expanded-final/15puzzle-compact-910000,multimodal-state,bfs,pretrained_base,0,0,1,0
expanded-final/15puzzle-compact-910000,multimodal-state,bfs,random_valid,0,1,-31,-18
expanded-final/15puzzle-compact-910000,multimodal-state,bfs,exact_reference,-1,1,-31,-18
expanded-final/15puzzle-compact-910000,text-state,best_first_add_greedy,pretrained_base,1,-1,11,4
expanded-final/15puzzle-compact-910000,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/15puzzle-compact-910000,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/15puzzle-compact-910000,text-state,best_first_add_w3,pretrained_base,1,-1,11,4
expanded-final/15puzzle-compact-910000,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/15puzzle-compact-910000,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/15puzzle-compact-910000,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/15puzzle-compact-910000,text-state,best_first_width,random_valid,-1,1,-8,-4
expanded-final/15puzzle-compact-910000,text-state,best_first_width,exact_reference,-1,1,-8,-4
expanded-final/15puzzle-compact-910000,text-state,bfs,pretrained_base,0,0,1,0
expanded-final/15puzzle-compact-910000,text-state,bfs,random_valid,0,1,-31,-18
expanded-final/15puzzle-compact-910000,text-state,bfs,exact_reference,-1,1,-31,-18
expanded-final/15puzzle-compact-910000,visual-state,best_first_add_greedy,pretrained_base,1,-1,11,4
expanded-final/15puzzle-compact-910000,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/15puzzle-compact-910000,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/15puzzle-compact-910000,visual-state,best_first_add_w3,pretrained_base,1,-1,11,4
expanded-final/15puzzle-compact-910000,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/15puzzle-compact-910000,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/15puzzle-compact-910000,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/15puzzle-compact-910000,visual-state,best_first_width,random_valid,-1,1,-8,-4
expanded-final/15puzzle-compact-910000,visual-state,best_first_width,exact_reference,-1,1,-8,-4
expanded-final/15puzzle-compact-910000,visual-state,bfs,pretrained_base,0,0,3,1
expanded-final/15puzzle-compact-910000,visual-state,bfs,random_valid,0,1,-29,-17
expanded-final/15puzzle-compact-910000,visual-state,bfs,exact_reference,-1,1,-29,-17
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,18,6
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_add_w3,pretrained_base,1,-1,18,6
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_width,random_valid,0,1,-15,-8
expanded-final/15puzzle-expanded-910109,multimodal-state,best_first_width,exact_reference,-1,1,-16,-8
expanded-final/15puzzle-expanded-910109,multimodal-state,bfs,pretrained_base,0,0,1,0
expanded-final/15puzzle-expanded-910109,multimodal-state,bfs,random_valid,0,1,-131,-74
expanded-final/15puzzle-expanded-910109,multimodal-state,bfs,exact_reference,-1,1,-133,-74
expanded-final/15puzzle-expanded-910109,text-state,best_first_add_greedy,pretrained_base,1,-1,18,6
expanded-final/15puzzle-expanded-910109,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/15puzzle-expanded-910109,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/15puzzle-expanded-910109,text-state,best_first_add_w3,pretrained_base,1,-1,18,6
expanded-final/15puzzle-expanded-910109,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/15puzzle-expanded-910109,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/15puzzle-expanded-910109,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/15puzzle-expanded-910109,text-state,best_first_width,random_valid,0,1,-15,-8
expanded-final/15puzzle-expanded-910109,text-state,best_first_width,exact_reference,-1,1,-16,-8
expanded-final/15puzzle-expanded-910109,text-state,bfs,pretrained_base,0,0,1,0
expanded-final/15puzzle-expanded-910109,text-state,bfs,random_valid,0,1,-131,-74
expanded-final/15puzzle-expanded-910109,text-state,bfs,exact_reference,-1,1,-133,-74
expanded-final/15puzzle-expanded-910109,visual-state,best_first_add_greedy,pretrained_base,1,-1,18,6
expanded-final/15puzzle-expanded-910109,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/15puzzle-expanded-910109,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/15puzzle-expanded-910109,visual-state,best_first_add_w3,pretrained_base,1,-1,18,6
expanded-final/15puzzle-expanded-910109,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/15puzzle-expanded-910109,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/15puzzle-expanded-910109,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/15puzzle-expanded-910109,visual-state,best_first_width,random_valid,0,1,-15,-8
expanded-final/15puzzle-expanded-910109,visual-state,best_first_width,exact_reference,-1,1,-16,-8
expanded-final/15puzzle-expanded-910109,visual-state,bfs,pretrained_base,0,0,1,0
expanded-final/15puzzle-expanded-910109,visual-state,bfs,random_valid,0,1,-131,-74
expanded-final/15puzzle-expanded-910109,visual-state,bfs,exact_reference,-1,1,-133,-74
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,43,15
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_add_w3,pretrained_base,1,-1,48,17
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_width,random_valid,-1,1,-123,-93
expanded-final/blocksworld-compact-911000,multimodal-state,best_first_width,exact_reference,-1,1,-123,-93
expanded-final/blocksworld-compact-911000,multimodal-state,bfs,pretrained_base,0,0,3,1
expanded-final/blocksworld-compact-911000,multimodal-state,bfs,random_valid,-1,1,-139,-113
expanded-final/blocksworld-compact-911000,multimodal-state,bfs,exact_reference,-1,1,-152,-122
expanded-final/blocksworld-compact-911000,text-state,best_first_add_greedy,pretrained_base,1,-1,43,15
expanded-final/blocksworld-compact-911000,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/blocksworld-compact-911000,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/blocksworld-compact-911000,text-state,best_first_add_w3,pretrained_base,1,-1,48,17
expanded-final/blocksworld-compact-911000,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/blocksworld-compact-911000,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/blocksworld-compact-911000,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/blocksworld-compact-911000,text-state,best_first_width,random_valid,-1,1,-123,-93
expanded-final/blocksworld-compact-911000,text-state,best_first_width,exact_reference,-1,1,-123,-93
expanded-final/blocksworld-compact-911000,text-state,bfs,pretrained_base,0,0,3,1
expanded-final/blocksworld-compact-911000,text-state,bfs,random_valid,-1,1,-139,-113
expanded-final/blocksworld-compact-911000,text-state,bfs,exact_reference,-1,1,-152,-122
expanded-final/blocksworld-compact-911000,visual-state,best_first_add_greedy,pretrained_base,1,-1,43,15
expanded-final/blocksworld-compact-911000,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/blocksworld-compact-911000,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/blocksworld-compact-911000,visual-state,best_first_add_w3,pretrained_base,1,-1,48,17
expanded-final/blocksworld-compact-911000,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/blocksworld-compact-911000,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/blocksworld-compact-911000,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/blocksworld-compact-911000,visual-state,best_first_width,random_valid,-1,1,-123,-93
expanded-final/blocksworld-compact-911000,visual-state,best_first_width,exact_reference,-1,1,-123,-93
expanded-final/blocksworld-compact-911000,visual-state,bfs,pretrained_base,0,0,1,0
expanded-final/blocksworld-compact-911000,visual-state,bfs,random_valid,-1,1,-141,-114
expanded-final/blocksworld-compact-911000,visual-state,bfs,exact_reference,-1,1,-154,-123
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,17,6
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_add_w3,pretrained_base,1,-1,17,6
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_width,random_valid,0,1,-13,-8
expanded-final/blocksworld-expanded-911101,multimodal-state,best_first_width,exact_reference,-1,1,-15,-8
expanded-final/blocksworld-expanded-911101,multimodal-state,bfs,pretrained_base,0,0,2,1
expanded-final/blocksworld-expanded-911101,multimodal-state,bfs,random_valid,0,1,-142,-76
expanded-final/blocksworld-expanded-911101,multimodal-state,bfs,exact_reference,-1,1,-140,-76
expanded-final/blocksworld-expanded-911101,text-state,best_first_add_greedy,pretrained_base,1,-1,17,6
expanded-final/blocksworld-expanded-911101,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/blocksworld-expanded-911101,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/blocksworld-expanded-911101,text-state,best_first_add_w3,pretrained_base,1,-1,17,6
expanded-final/blocksworld-expanded-911101,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/blocksworld-expanded-911101,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/blocksworld-expanded-911101,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/blocksworld-expanded-911101,text-state,best_first_width,random_valid,0,1,-13,-8
expanded-final/blocksworld-expanded-911101,text-state,best_first_width,exact_reference,-1,1,-15,-8
expanded-final/blocksworld-expanded-911101,text-state,bfs,pretrained_base,0,0,2,1
expanded-final/blocksworld-expanded-911101,text-state,bfs,random_valid,0,1,-142,-76
expanded-final/blocksworld-expanded-911101,text-state,bfs,exact_reference,-1,1,-140,-76
expanded-final/blocksworld-expanded-911101,visual-state,best_first_add_greedy,pretrained_base,1,-1,17,6
expanded-final/blocksworld-expanded-911101,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/blocksworld-expanded-911101,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/blocksworld-expanded-911101,visual-state,best_first_add_w3,pretrained_base,1,-1,17,6
expanded-final/blocksworld-expanded-911101,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/blocksworld-expanded-911101,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/blocksworld-expanded-911101,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/blocksworld-expanded-911101,visual-state,best_first_width,random_valid,0,1,-13,-8
expanded-final/blocksworld-expanded-911101,visual-state,best_first_width,exact_reference,-1,1,-15,-8
expanded-final/blocksworld-expanded-911101,visual-state,bfs,pretrained_base,0,0,2,1
expanded-final/blocksworld-expanded-911101,visual-state,bfs,random_valid,0,1,-142,-76
expanded-final/blocksworld-expanded-911101,visual-state,bfs,exact_reference,-1,1,-140,-76
expanded-final/depot-compact-912000,multimodal-state,best_first_add_greedy,pretrained_base,0,0,2,0
expanded-final/depot-compact-912000,multimodal-state,best_first_add_greedy,random_valid,-1,1,-14,-5
expanded-final/depot-compact-912000,multimodal-state,best_first_add_greedy,exact_reference,-1,1,-14,-5
expanded-final/depot-compact-912000,multimodal-state,best_first_add_w3,pretrained_base,0,0,2,0
expanded-final/depot-compact-912000,multimodal-state,best_first_add_w3,random_valid,-1,1,-14,-5
expanded-final/depot-compact-912000,multimodal-state,best_first_add_w3,exact_reference,-1,1,-14,-5
expanded-final/depot-compact-912000,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/depot-compact-912000,multimodal-state,best_first_width,random_valid,-1,1,-9,-7
expanded-final/depot-compact-912000,multimodal-state,best_first_width,exact_reference,-1,1,-8,-7
expanded-final/depot-compact-912000,multimodal-state,bfs,pretrained_base,0,0,1,0
expanded-final/depot-compact-912000,multimodal-state,bfs,random_valid,-1,1,-9,-8
expanded-final/depot-compact-912000,multimodal-state,bfs,exact_reference,-1,1,-8,-8
expanded-final/depot-compact-912000,text-state,best_first_add_greedy,pretrained_base,1,-1,16,5
expanded-final/depot-compact-912000,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/depot-compact-912000,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/depot-compact-912000,text-state,best_first_add_w3,pretrained_base,1,-1,16,5
expanded-final/depot-compact-912000,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/depot-compact-912000,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/depot-compact-912000,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/depot-compact-912000,text-state,best_first_width,random_valid,-1,1,-9,-7
expanded-final/depot-compact-912000,text-state,best_first_width,exact_reference,-1,1,-8,-7
expanded-final/depot-compact-912000,text-state,bfs,pretrained_base,0,0,1,0
expanded-final/depot-compact-912000,text-state,bfs,random_valid,-1,1,-9,-8
expanded-final/depot-compact-912000,text-state,bfs,exact_reference,-1,1,-8,-8
expanded-final/depot-compact-912000,visual-state,best_first_add_greedy,pretrained_base,1,-1,16,5
expanded-final/depot-compact-912000,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/depot-compact-912000,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/depot-compact-912000,visual-state,best_first_add_w3,pretrained_base,1,-1,16,5
expanded-final/depot-compact-912000,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/depot-compact-912000,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/depot-compact-912000,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/depot-compact-912000,visual-state,best_first_width,random_valid,-1,1,-9,-7
expanded-final/depot-compact-912000,visual-state,best_first_width,exact_reference,-1,1,-8,-7
expanded-final/depot-compact-912000,visual-state,bfs,pretrained_base,0,0,1,0
expanded-final/depot-compact-912000,visual-state,bfs,random_valid,-1,1,-9,-8
expanded-final/depot-compact-912000,visual-state,bfs,exact_reference,-1,1,-8,-8
expanded-final/depot-expanded-912100,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,22,6
expanded-final/depot-expanded-912100,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/depot-expanded-912100,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/depot-expanded-912100,multimodal-state,best_first_add_w3,pretrained_base,1,-1,22,6
expanded-final/depot-expanded-912100,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/depot-expanded-912100,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/depot-expanded-912100,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/depot-expanded-912100,multimodal-state,best_first_width,random_valid,0,1,-15,-10
expanded-final/depot-expanded-912100,multimodal-state,best_first_width,exact_reference,-1,1,-16,-10
expanded-final/depot-expanded-912100,multimodal-state,bfs,pretrained_base,0,0,1,0
expanded-final/depot-expanded-912100,multimodal-state,bfs,random_valid,-1,1,-15,-11
expanded-final/depot-expanded-912100,multimodal-state,bfs,exact_reference,-1,1,-16,-12
expanded-final/depot-expanded-912100,text-state,best_first_add_greedy,pretrained_base,1,-1,22,6
expanded-final/depot-expanded-912100,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/depot-expanded-912100,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/depot-expanded-912100,text-state,best_first_add_w3,pretrained_base,1,-1,22,6
expanded-final/depot-expanded-912100,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/depot-expanded-912100,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/depot-expanded-912100,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/depot-expanded-912100,text-state,best_first_width,random_valid,0,1,-15,-10
expanded-final/depot-expanded-912100,text-state,best_first_width,exact_reference,-1,1,-16,-10
expanded-final/depot-expanded-912100,text-state,bfs,pretrained_base,0,0,1,0
expanded-final/depot-expanded-912100,text-state,bfs,random_valid,-1,1,-15,-11
expanded-final/depot-expanded-912100,text-state,bfs,exact_reference,-1,1,-16,-12
expanded-final/depot-expanded-912100,visual-state,best_first_add_greedy,pretrained_base,1,-1,22,6
expanded-final/depot-expanded-912100,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/depot-expanded-912100,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/depot-expanded-912100,visual-state,best_first_add_w3,pretrained_base,0,0,1,0
expanded-final/depot-expanded-912100,visual-state,best_first_add_w3,random_valid,-1,1,-21,-6
expanded-final/depot-expanded-912100,visual-state,best_first_add_w3,exact_reference,-1,1,-21,-6
expanded-final/depot-expanded-912100,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/depot-expanded-912100,visual-state,best_first_width,random_valid,0,1,-15,-10
expanded-final/depot-expanded-912100,visual-state,best_first_width,exact_reference,-1,1,-16,-10
expanded-final/depot-expanded-912100,visual-state,bfs,pretrained_base,0,0,1,0
expanded-final/depot-expanded-912100,visual-state,bfs,random_valid,-1,1,-15,-11
expanded-final/depot-expanded-912100,visual-state,bfs,exact_reference,-1,1,-16,-12
expanded-final/driverlog-compact-913001,multimodal-state,best_first_add_greedy,pretrained_base,0,0,15,4
expanded-final/driverlog-compact-913001,multimodal-state,best_first_add_greedy,random_valid,-1,1,-27,-10
expanded-final/driverlog-compact-913001,multimodal-state,best_first_add_greedy,exact_reference,-1,1,-27,-10
expanded-final/driverlog-compact-913001,multimodal-state,best_first_add_w3,pretrained_base,0,0,28,9
expanded-final/driverlog-compact-913001,multimodal-state,best_first_add_w3,random_valid,-1,1,-14,-5
expanded-final/driverlog-compact-913001,multimodal-state,best_first_add_w3,exact_reference,-1,1,-14,-5
expanded-final/driverlog-compact-913001,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/driverlog-compact-913001,multimodal-state,best_first_width,random_valid,-1,1,-67,-45
expanded-final/driverlog-compact-913001,multimodal-state,best_first_width,exact_reference,-1,1,-67,-46
expanded-final/driverlog-compact-913001,multimodal-state,bfs,pretrained_base,0,0,0,0
expanded-final/driverlog-compact-913001,multimodal-state,bfs,random_valid,0,1,-98,-75
expanded-final/driverlog-compact-913001,multimodal-state,bfs,exact_reference,-1,1,-97,-75
expanded-final/driverlog-compact-913001,text-state,best_first_add_greedy,pretrained_base,0,0,8,2
expanded-final/driverlog-compact-913001,text-state,best_first_add_greedy,random_valid,-1,1,-34,-12
expanded-final/driverlog-compact-913001,text-state,best_first_add_greedy,exact_reference,-1,1,-34,-12
expanded-final/driverlog-compact-913001,text-state,best_first_add_w3,pretrained_base,0,0,4,1
expanded-final/driverlog-compact-913001,text-state,best_first_add_w3,random_valid,-1,1,-38,-13
expanded-final/driverlog-compact-913001,text-state,best_first_add_w3,exact_reference,-1,1,-38,-13
expanded-final/driverlog-compact-913001,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/driverlog-compact-913001,text-state,best_first_width,random_valid,-1,1,-67,-45
expanded-final/driverlog-compact-913001,text-state,best_first_width,exact_reference,-1,1,-67,-46
expanded-final/driverlog-compact-913001,text-state,bfs,pretrained_base,0,0,3,1
expanded-final/driverlog-compact-913001,text-state,bfs,random_valid,0,1,-95,-74
expanded-final/driverlog-compact-913001,text-state,bfs,exact_reference,-1,1,-94,-74
expanded-final/driverlog-compact-913001,visual-state,best_first_add_greedy,pretrained_base,1,-1,42,14
expanded-final/driverlog-compact-913001,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/driverlog-compact-913001,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/driverlog-compact-913001,visual-state,best_first_add_w3,pretrained_base,1,-1,42,14
expanded-final/driverlog-compact-913001,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/driverlog-compact-913001,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/driverlog-compact-913001,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/driverlog-compact-913001,visual-state,best_first_width,random_valid,-1,1,-67,-45
expanded-final/driverlog-compact-913001,visual-state,best_first_width,exact_reference,-1,1,-67,-46
expanded-final/driverlog-compact-913001,visual-state,bfs,pretrained_base,0,0,1,0
expanded-final/driverlog-compact-913001,visual-state,bfs,random_valid,0,1,-97,-75
expanded-final/driverlog-compact-913001,visual-state,bfs,exact_reference,-1,1,-96,-75
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_add_greedy,pretrained_base,0,0,13,3
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_add_greedy,random_valid,-1,1,-15,-4
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_add_greedy,exact_reference,-1,1,-15,-4
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_add_w3,pretrained_base,1,-1,28,7
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_width,random_valid,-1,1,-140,-71
expanded-final/driverlog-expanded-913103,multimodal-state,best_first_width,exact_reference,-1,1,-163,-82
expanded-final/driverlog-expanded-913103,multimodal-state,bfs,pretrained_base,0,0,0,0
expanded-final/driverlog-expanded-913103,multimodal-state,bfs,random_valid,-1,1,-92,-49
expanded-final/driverlog-expanded-913103,multimodal-state,bfs,exact_reference,-1,1,-93,-52
expanded-final/driverlog-expanded-913103,text-state,best_first_add_greedy,pretrained_base,0,0,3,0
expanded-final/driverlog-expanded-913103,text-state,best_first_add_greedy,random_valid,-1,1,-25,-7
expanded-final/driverlog-expanded-913103,text-state,best_first_add_greedy,exact_reference,-1,1,-25,-7
expanded-final/driverlog-expanded-913103,text-state,best_first_add_w3,pretrained_base,0,0,3,0
expanded-final/driverlog-expanded-913103,text-state,best_first_add_w3,random_valid,-1,1,-25,-7
expanded-final/driverlog-expanded-913103,text-state,best_first_add_w3,exact_reference,-1,1,-25,-7
expanded-final/driverlog-expanded-913103,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/driverlog-expanded-913103,text-state,best_first_width,random_valid,-1,1,-140,-71
expanded-final/driverlog-expanded-913103,text-state,best_first_width,exact_reference,-1,1,-163,-82
expanded-final/driverlog-expanded-913103,text-state,bfs,pretrained_base,0,0,1,0
expanded-final/driverlog-expanded-913103,text-state,bfs,random_valid,-1,1,-91,-49
expanded-final/driverlog-expanded-913103,text-state,bfs,exact_reference,-1,1,-92,-52
expanded-final/driverlog-expanded-913103,visual-state,best_first_add_greedy,pretrained_base,1,-1,28,7
expanded-final/driverlog-expanded-913103,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/driverlog-expanded-913103,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/driverlog-expanded-913103,visual-state,best_first_add_w3,pretrained_base,1,-1,28,7
expanded-final/driverlog-expanded-913103,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/driverlog-expanded-913103,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/driverlog-expanded-913103,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/driverlog-expanded-913103,visual-state,best_first_width,random_valid,-1,1,-140,-71
expanded-final/driverlog-expanded-913103,visual-state,best_first_width,exact_reference,-1,1,-163,-82
expanded-final/driverlog-expanded-913103,visual-state,bfs,pretrained_base,0,0,4,1
expanded-final/driverlog-expanded-913103,visual-state,bfs,random_valid,-1,1,-88,-48
expanded-final/driverlog-expanded-913103,visual-state,bfs,exact_reference,-1,1,-89,-51
expanded-final/elevators-compact-914002,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,10,4
expanded-final/elevators-compact-914002,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/elevators-compact-914002,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/elevators-compact-914002,multimodal-state,best_first_add_w3,pretrained_base,1,-1,10,4
expanded-final/elevators-compact-914002,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/elevators-compact-914002,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/elevators-compact-914002,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/elevators-compact-914002,multimodal-state,best_first_width,random_valid,0,1,-6,-5
expanded-final/elevators-compact-914002,multimodal-state,best_first_width,exact_reference,-1,1,-6,-5
expanded-final/elevators-compact-914002,multimodal-state,bfs,pretrained_base,0,0,0,0
expanded-final/elevators-compact-914002,multimodal-state,bfs,random_valid,-1,1,-7,-6
expanded-final/elevators-compact-914002,multimodal-state,bfs,exact_reference,-1,1,-7,-6
expanded-final/elevators-compact-914002,text-state,best_first_add_greedy,pretrained_base,1,-1,10,4
expanded-final/elevators-compact-914002,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/elevators-compact-914002,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/elevators-compact-914002,text-state,best_first_add_w3,pretrained_base,1,-1,10,4
expanded-final/elevators-compact-914002,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/elevators-compact-914002,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/elevators-compact-914002,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/elevators-compact-914002,text-state,best_first_width,random_valid,0,1,-6,-5
