task_id,modality,algorithm,control,success_difference,invalid_operation_difference,decision_difference,expansion_difference
expanded-final/visitall-compact-921000,multimodal-state,best_first_width,exact_reference,-1,1,-17,-7
expanded-final/visitall-compact-921000,multimodal-state,bfs,pretrained_base,0,0,1,0
expanded-final/visitall-compact-921000,multimodal-state,bfs,random_valid,-1,1,-126,-62
expanded-final/visitall-compact-921000,multimodal-state,bfs,exact_reference,-1,1,-130,-64
expanded-final/visitall-compact-921000,text-state,best_first_add_greedy,pretrained_base,1,-1,15,5
expanded-final/visitall-compact-921000,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/visitall-compact-921000,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/visitall-compact-921000,text-state,best_first_add_w3,pretrained_base,1,-1,15,5
expanded-final/visitall-compact-921000,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/visitall-compact-921000,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/visitall-compact-921000,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/visitall-compact-921000,text-state,best_first_width,random_valid,0,1,-18,-7
expanded-final/visitall-compact-921000,text-state,best_first_width,exact_reference,-1,1,-17,-7
expanded-final/visitall-compact-921000,text-state,bfs,pretrained_base,0,0,2,1
expanded-final/visitall-compact-921000,text-state,bfs,random_valid,-1,1,-125,-61
expanded-final/visitall-compact-921000,text-state,bfs,exact_reference,-1,1,-129,-63
expanded-final/visitall-compact-921000,visual-state,best_first_add_greedy,pretrained_base,1,-1,15,5
expanded-final/visitall-compact-921000,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/visitall-compact-921000,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/visitall-compact-921000,visual-state,best_first_add_w3,pretrained_base,1,-1,15,5
expanded-final/visitall-compact-921000,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/visitall-compact-921000,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/visitall-compact-921000,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/visitall-compact-921000,visual-state,best_first_width,random_valid,0,1,-18,-7
expanded-final/visitall-compact-921000,visual-state,best_first_width,exact_reference,-1,1,-17,-7
expanded-final/visitall-compact-921000,visual-state,bfs,pretrained_base,0,0,2,1
expanded-final/visitall-compact-921000,visual-state,bfs,random_valid,-1,1,-125,-61
expanded-final/visitall-compact-921000,visual-state,bfs,exact_reference,-1,1,-129,-63
expanded-final/visitall-expanded-921100,multimodal-state,best_first_add_greedy,pretrained_base,1,-1,32,12
expanded-final/visitall-expanded-921100,multimodal-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/visitall-expanded-921100,multimodal-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/visitall-expanded-921100,multimodal-state,best_first_add_w3,pretrained_base,1,-1,32,12
expanded-final/visitall-expanded-921100,multimodal-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/visitall-expanded-921100,multimodal-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/visitall-expanded-921100,multimodal-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/visitall-expanded-921100,multimodal-state,best_first_width,random_valid,-1,1,-14,-6
expanded-final/visitall-expanded-921100,multimodal-state,best_first_width,exact_reference,-1,1,-14,-6
expanded-final/visitall-expanded-921100,multimodal-state,bfs,pretrained_base,0,0,1,0
expanded-final/visitall-expanded-921100,multimodal-state,bfs,random_valid,0,1,-219,-117
expanded-final/visitall-expanded-921100,multimodal-state,bfs,exact_reference,-1,1,-223,-117
expanded-final/visitall-expanded-921100,text-state,best_first_add_greedy,pretrained_base,1,-1,32,12
expanded-final/visitall-expanded-921100,text-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/visitall-expanded-921100,text-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/visitall-expanded-921100,text-state,best_first_add_w3,pretrained_base,1,-1,32,12
expanded-final/visitall-expanded-921100,text-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/visitall-expanded-921100,text-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/visitall-expanded-921100,text-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/visitall-expanded-921100,text-state,best_first_width,random_valid,-1,1,-14,-6
expanded-final/visitall-expanded-921100,text-state,best_first_width,exact_reference,-1,1,-14,-6
expanded-final/visitall-expanded-921100,text-state,bfs,pretrained_base,0,0,1,0
expanded-final/visitall-expanded-921100,text-state,bfs,random_valid,0,1,-219,-117
expanded-final/visitall-expanded-921100,text-state,bfs,exact_reference,-1,1,-223,-117
expanded-final/visitall-expanded-921100,visual-state,best_first_add_greedy,pretrained_base,1,-1,32,12
expanded-final/visitall-expanded-921100,visual-state,best_first_add_greedy,random_valid,0,0,0,0
expanded-final/visitall-expanded-921100,visual-state,best_first_add_greedy,exact_reference,0,0,0,0
expanded-final/visitall-expanded-921100,visual-state,best_first_add_w3,pretrained_base,1,-1,32,12
expanded-final/visitall-expanded-921100,visual-state,best_first_add_w3,random_valid,0,0,0,0
expanded-final/visitall-expanded-921100,visual-state,best_first_add_w3,exact_reference,0,0,0,0
expanded-final/visitall-expanded-921100,visual-state,best_first_width,pretrained_base,0,0,0,0
expanded-final/visitall-expanded-921100,visual-state,best_first_width,random_valid,-1,1,-14,-6
expanded-final/visitall-expanded-921100,visual-state,best_first_width,exact_reference,-1,1,-14,-6
expanded-final/visitall-expanded-921100,visual-state,bfs,pretrained_base,0,0,1,0
expanded-final/visitall-expanded-921100,visual-state,bfs,random_valid,0,1,-219,-117
expanded-final/visitall-expanded-921100,visual-state,bfs,exact_reference,-1,1,-223,-117
